Timestamp (s),Player_Name,X_Pitch (m),Y_Pitch (m),Speed (km/h),Heart_Rate (bpm),Acceleration_m/s2
351.0,Vitor Hugo (Zagueiro),30.91,44.2,8.6,155,13.67
351.1,Vitor Hugo (Zagueiro),32.53,33.49,7.1,153,-4.08
351.2,Vitor Hugo (Zagueiro),41.6,49.1,10.3,167,8.79
351.3,Vitor Hugo (Zagueiro),40.49,36.96,12.6,168,6.43
351.4,Vitor Hugo (Zagueiro),40.93,19.8,12.0,158,-1.61
351.5,Vitor Hugo (Zagueiro),20.79,53.89,7.3,153,-13.01
351.6,Vitor Hugo (Zagueiro),42.72,23.64,10.0,161,7.39
351.7,Vitor Hugo (Zagueiro),26.68,49.46,9.7,159,-0.86
351.8,Vitor Hugo (Zagueiro),27.76,45.67,1.2,136,-23.49
351.9,Vitor Hugo (Zagueiro),27.68,51.56,8.7,154,20.63
352.0,Vitor Hugo (Zagueiro),27.21,37.69,14.1,165,15.03
352.1,Vitor Hugo (Zagueiro),40.17,31.7,5.8,155,-22.97
352.2,Vitor Hugo (Zagueiro),39.63,25.0,6.3,149,1.5
352.3,Vitor Hugo (Zagueiro),39.62,29.98,4.9,154,-3.98
352.4,Vitor Hugo (Zagueiro),35.86,39.24,8.7,165,10.43
352.5,Vitor Hugo (Zagueiro),38.55,26.81,7.8,160,-2.3
352.6,Vitor Hugo (Zagueiro),28.73,43.88,1.1,137,-18.8
352.7,Vitor Hugo (Zagueiro),36.8,68.83,4.3,150,8.95
352.8,Vitor Hugo (Zagueiro),30.61,37.84,11.0,167,18.57
352.9,Vitor Hugo (Zagueiro),29.84,60.45,8.7,162,-6.41
353.0,Vitor Hugo (Zagueiro),31.87,51.15,4.3,153,-12.22
353.1,Vitor Hugo (Zagueiro),33.94,40.43,10.8,160,18.07
353.2,Vitor Hugo (Zagueiro),31.32,43.51,7.1,156,-10.09
353.3,Vitor Hugo (Zagueiro),24.94,48.75,7.4,158,0.78
353.4,Vitor Hugo (Zagueiro),30.83,42.25,6.2,153,-3.27
353.5,Vitor Hugo (Zagueiro),29.56,36.87,5.7,155,-1.48
353.6,Vitor Hugo (Zagueiro),23.26,30.74,5.6,147,-0.3
353.7,Vitor Hugo (Zagueiro),30.84,44.99,12.9,163,20.13
353.8,Vitor Hugo (Zagueiro),23.45,26.54,10.6,157,-6.13
353.9,Vitor Hugo (Zagueiro),26.5,41.01,5.8,153,-13.55
354.0,Vitor Hugo (Zagueiro),25.88,39.83,7.3,155,4.36
354.1,Vitor Hugo (Zagueiro),17.12,33.69,16.9,169,26.64
354.2,Vitor Hugo (Zagueiro),33.57,36.17,6.9,158,-27.75
354.3,Vitor Hugo (Zagueiro),40.58,29.75,10.7,155,10.58
354.4,Vitor Hugo (Zagueiro),25.02,39.0,2.6,150,-22.72
354.5,Vitor Hugo (Zagueiro),19.93,48.25,32.9,198,84.39
354.6,Vitor Hugo (Zagueiro),18.94,22.0,5.5,155,-76.38
354.7,Vitor Hugo (Zagueiro),32.67,32.59,7.2,157,4.79
354.8,Vitor Hugo (Zagueiro),25.99,35.51,3.0,155,-11.64
354.9,Vitor Hugo (Zagueiro),24.35,39.98,9.4,167,17.68
355.0,Vitor Hugo (Zagueiro),29.6,25.61,3.9,147,-15.2
355.1,Vitor Hugo (Zagueiro),26.23,31.25,32.9,198,80.74
355.2,Vitor Hugo (Zagueiro),21.5,42.55,1.7,146,-86.84
355.3,Vitor Hugo (Zagueiro),29.15,33.07,13.1,166,31.81
355.4,Vitor Hugo (Zagueiro),33.1,51.27,11.0,163,-5.82
355.5,Vitor Hugo (Zagueiro),35.26,43.97,8.2,157,-7.93
355.6,Vitor Hugo (Zagueiro),28.62,21.88,13.5,162,14.64
355.7,Vitor Hugo (Zagueiro),18.18,43.3,9.6,159,-10.76
355.8,Vitor Hugo (Zagueiro),36.07,34.71,18.4,174,24.41
355.9,Vitor Hugo (Zagueiro),24.89,51.69,9.5,160,-24.5
356.0,Vitor Hugo (Zagueiro),36.22,28.49,8.3,159,-3.42
356.1,Vitor Hugo (Zagueiro),24.47,44.44,10.8,166,6.97
356.2,Vitor Hugo (Zagueiro),32.6,27.81,6.8,157,-11.06
356.3,Vitor Hugo (Zagueiro),24.4,51.57,6.1,153,-2.09
356.4,Vitor Hugo (Zagueiro),26.01,36.61,5.0,152,-3.01
356.5,Vitor Hugo (Zagueiro),31.06,45.6,5.0,148,0.1
356.6,Vitor Hugo (Zagueiro),28.53,34.82,4.4,146,-1.86
356.7,Vitor Hugo (Zagueiro),42.86,45.14,9.3,161,13.75
356.8,Vitor Hugo (Zagueiro),26.93,40.29,15.2,165,16.22
356.9,Vitor Hugo (Zagueiro),28.49,35.92,13.6,173,-4.37
357.0,Vitor Hugo (Zagueiro),26.1,30.83,6.8,153,-18.98
357.1,Vitor Hugo (Zagueiro),31.07,39.65,14.0,165,20.14
357.2,Vitor Hugo (Zagueiro),35.44,32.32,26.0,187,33.18
357.3,Vitor Hugo (Zagueiro),42.16,31.25,11.9,161,-39.15
357.4,Vitor Hugo (Zagueiro),28.15,38.54,4.0,147,-21.8
357.5,Vitor Hugo (Zagueiro),31.66,41.51,4.7,151,2.01
357.6,Vitor Hugo (Zagueiro),31.49,46.66,1.2,151,-9.71
357.7,Vitor Hugo (Zagueiro),31.08,27.0,10.2,162,25.02
357.8,Vitor Hugo (Zagueiro),25.36,51.62,6.8,150,-9.48
357.9,Vitor Hugo (Zagueiro),17.6,30.88,12.3,157,15.19
358.0,Vitor Hugo (Zagueiro),36.07,42.79,6.3,161,-16.72
358.1,Vitor Hugo (Zagueiro),31.0,36.21,4.5,156,-4.9
358.2,Vitor Hugo (Zagueiro),27.86,45.18,9.3,157,13.25
358.3,Vitor Hugo (Zagueiro),36.85,24.21,26.8,179,48.64
358.4,Vitor Hugo (Zagueiro),26.54,38.02,6.8,151,-55.53
358.5,Vitor Hugo (Zagueiro),35.13,43.43,8.7,164,5.18
358.6,Vitor Hugo (Zagueiro),28.8,53.98,8.1,157,-1.49
358.7,Vitor Hugo (Zagueiro),20.58,47.35,7.9,155,-0.74
358.8,Vitor Hugo (Zagueiro),25.41,32.55,5.3,152,-7.15
358.9,Vitor Hugo (Zagueiro),36.34,30.27,5.1,156,-0.55
359.0,Vitor Hugo (Zagueiro),26.77,39.96,7.3,156,6.06
359.1,Vitor Hugo (Zagueiro),30.41,47.67,13.3,151,16.61
359.2,Vitor Hugo (Zagueiro),26.59,25.81,5.1,152,-22.67
359.3,Vitor Hugo (Zagueiro),43.15,37.39,6.1,156,2.69
359.4,Vitor Hugo (Zagueiro),35.73,44.53,1.9,149,-11.55
359.5,Vitor Hugo (Zagueiro),31.11,40.36,12.5,164,29.55
359.6,Vitor Hugo (Zagueiro),22.11,42.79,5.8,151,-18.75
359.7,Vitor Hugo (Zagueiro),43.27,37.29,6.4,159,1.61
359.8,Vitor Hugo (Zagueiro),34.37,38.87,6.8,157,1.35
359.9,Vitor Hugo (Zagueiro),35.24,40.0,7.5,155,1.95
360.0,Vitor Hugo (Zagueiro),34.57,57.47,13.6,164,16.92
360.1,Vitor Hugo (Zagueiro),21.7,19.54,14.1,161,1.3
360.2,Vitor Hugo (Zagueiro),42.3,42.55,3.7,147,-28.87
360.3,Vitor Hugo (Zagueiro),43.46,30.37,18.6,177,41.38
360.4,Vitor Hugo (Zagueiro),35.03,48.15,5.5,152,-36.35
360.5,Vitor Hugo (Zagueiro),18.52,26.45,12.5,172,19.27
360.6,Vitor Hugo (Zagueiro),27.11,53.04,10.8,162,-4.63
360.7,Vitor Hugo (Zagueiro),31.04,48.79,9.0,157,-5.11
360.8,Vitor Hugo (Zagueiro),36.74,48.58,6.6,151,-6.53
360.9,Vitor Hugo (Zagueiro),18.06,49.8,3.6,154,-8.23
361.0,Vitor Hugo (Zagueiro),31.6,47.48,5.8,158,6.08
361.1,Vitor Hugo (Zagueiro),37.57,42.86,10.8,157,13.94
361.2,Vitor Hugo (Zagueiro),25.32,46.6,13.8,170,8.32
361.3,Vitor Hugo (Zagueiro),29.13,24.58,4.9,152,-24.72
361.4,Vitor Hugo (Zagueiro),37.85,43.59,8.8,156,10.73
361.5,Vitor Hugo (Zagueiro),33.54,41.86,25.9,185,47.53
361.6,Vitor Hugo (Zagueiro),27.99,55.16,6.4,156,-54.34
361.7,Vitor Hugo (Zagueiro),27.34,47.56,11.5,163,14.26
361.8,Vitor Hugo (Zagueiro),31.61,34.5,11.1,156,-0.96
361.9,Vitor Hugo (Zagueiro),36.81,61.43,1.8,152,-25.97
362.0,Vitor Hugo (Zagueiro),37.69,48.02,7.5,154,15.81
362.1,Vitor Hugo (Zagueiro),24.03,37.17,0.7,147,-18.76
362.2,Vitor Hugo (Zagueiro),34.46,24.22,6.0,155,14.65
362.3,Vitor Hugo (Zagueiro),26.9,38.05,9.5,160,9.71
362.4,Vitor Hugo (Zagueiro),29.68,46.97,9.8,155,0.95
362.5,Vitor Hugo (Zagueiro),19.08,35.92,11.6,161,4.8
362.6,Vitor Hugo (Zagueiro),33.91,31.91,7.7,153,-10.69
362.7,Vitor Hugo (Zagueiro),25.83,66.15,9.1,160,3.9
362.8,Vitor Hugo (Zagueiro),33.85,20.39,11.3,161,6.1
362.9,Vitor Hugo (Zagueiro),22.42,43.61,5.1,145,-17.33
363.0,Vitor Hugo (Zagueiro),30.32,27.89,7.3,155,6.05
363.1,Vitor Hugo (Zagueiro),18.48,44.49,11.4,167,11.59
363.2,Vitor Hugo (Zagueiro),17.5,58.77,5.9,153,-15.46
363.3,Vitor Hugo (Zagueiro),30.32,32.03,14.7,163,24.65
363.4,Vitor Hugo (Zagueiro),25.49,48.2,5.3,159,-26.24
363.5,Vitor Hugo (Zagueiro),18.92,50.67,2.3,149,-8.36
363.6,Vitor Hugo (Zagueiro),23.08,43.65,6.4,152,11.52
363.7,Vitor Hugo (Zagueiro),38.73,43.15,9.4,157,8.15
363.8,Vitor Hugo (Zagueiro),27.78,44.26,9.5,154,0.28
363.9,Vitor Hugo (Zagueiro),32.95,41.85,12.0,168,7.06
364.0,Vitor Hugo (Zagueiro),34.95,49.95,10.2,159,-5.06
364.1,Vitor Hugo (Zagueiro),33.3,32.64,2.2,149,-22.27
364.2,Vitor Hugo (Zagueiro),30.01,34.66,16.3,174,39.41
364.3,Vitor Hugo (Zagueiro),20.4,27.28,4.0,160,-34.27
364.4,Vitor Hugo (Zagueiro),30.28,29.33,11.6,171,21.19
364.5,Vitor Hugo (Zagueiro),30.61,34.4,14.1,168,6.92
364.6,Vitor Hugo (Zagueiro),36.68,51.46,2.4,143,-32.6
364.7,Vitor Hugo (Zagueiro),27.02,20.49,10.8,157,23.43
364.8,Vitor Hugo (Zagueiro),33.71,44.13,5.2,145,-15.49
364.9,Vitor Hugo (Zagueiro),35.36,32.05,9.4,158,11.51
365.0,Vitor Hugo (Zagueiro),26.5,32.97,10.3,157,2.41
365.1,Vitor Hugo (Zagueiro),22.72,51.59,8.7,156,-4.39
365.2,Vitor Hugo (Zagueiro),26.84,33.26,15.9,167,20.0
365.3,Vitor Hugo (Zagueiro),34.36,28.14,7.8,158,-22.52
365.4,Vitor Hugo (Zagueiro),30.15,43.63,10.8,162,8.43
365.5,Vitor Hugo (Zagueiro),39.21,44.63,8.7,154,-5.75
365.6,Vitor Hugo (Zagueiro),36.38,49.38,0.1,147,-24.1
365.7,Vitor Hugo (Zagueiro),30.8,41.77,8.7,165,24.11
365.8,Vitor Hugo (Zagueiro),23.49,45.99,8.0,153,-2.11
365.9,Vitor Hugo (Zagueiro),26.0,41.68,6.3,152,-4.76
366.0,Vitor Hugo (Zagueiro),28.88,43.86,6.9,157,1.7
366.1,Vitor Hugo (Zagueiro),22.14,24.18,10.6,156,10.19
366.2,Vitor Hugo (Zagueiro),32.33,30.48,14.3,167,10.39
366.3,Vitor Hugo (Zagueiro),34.24,34.69,10.5,167,-10.46
366.4,Vitor Hugo (Zagueiro),31.32,46.02,10.5,159,0.01
366.5,Vitor Hugo (Zagueiro),27.09,43.94,14.0,163,9.69
366.6,Vitor Hugo (Zagueiro),40.96,33.07,15.4,171,3.78
366.7,Vitor Hugo (Zagueiro),34.15,41.62,7.7,150,-21.34
366.8,Vitor Hugo (Zagueiro),29.09,47.87,7.0,157,-2.02
366.9,Vitor Hugo (Zagueiro),31.77,42.62,8.8,158,5.05
367.0,Vitor Hugo (Zagueiro),31.03,48.6,10.8,166,5.52
367.1,Vitor Hugo (Zagueiro),21.39,31.59,1.4,137,-26.16
367.2,Vitor Hugo (Zagueiro),24.81,43.61,5.3,155,10.88
367.3,Vitor Hugo (Zagueiro),26.27,33.58,10.6,171,14.81
367.4,Vitor Hugo (Zagueiro),31.39,38.13,6.4,156,-11.59
367.5,Vitor Hugo (Zagueiro),34.72,44.67,12.2,167,15.99
367.6,Vitor Hugo (Zagueiro),24.84,58.32,10.9,158,-3.59
367.7,Vitor Hugo (Zagueiro),32.04,40.36,10.7,161,-0.59
367.8,Vitor Hugo (Zagueiro),39.65,34.38,11.2,157,1.51
367.9,Vitor Hugo (Zagueiro),25.72,41.02,4.2,151,-19.43
368.0,Vitor Hugo (Zagueiro),31.78,45.16,7.2,154,8.22
368.1,Vitor Hugo (Zagueiro),36.51,38.3,14.1,160,19.22
368.2,Vitor Hugo (Zagueiro),36.62,47.98,8.9,157,-14.58
368.3,Vitor Hugo (Zagueiro),24.26,29.69,13.8,170,13.59
368.4,Vitor Hugo (Zagueiro),27.17,50.29,15.1,177,3.62
368.5,Vitor Hugo (Zagueiro),28.38,33.7,15.1,168,0.12
368.6,Vitor Hugo (Zagueiro),29.35,37.44,11.4,157,-10.33
368.7,Vitor Hugo (Zagueiro),25.84,35.17,5.0,148,-17.59
368.8,Vitor Hugo (Zagueiro),36.98,33.6,5.1,146,0.02
368.9,Vitor Hugo (Zagueiro),13.56,56.89,2.8,144,-6.18
369.0,Vitor Hugo (Zagueiro),23.9,34.65,7.1,158,11.89
369.1,Vitor Hugo (Zagueiro),28.61,39.62,9.1,161,5.43
369.2,Vitor Hugo (Zagueiro),26.65,41.84,11.0,158,5.36
369.3,Vitor Hugo (Zagueiro),29.05,39.05,3.0,146,-22.22
369.4,Vitor Hugo (Zagueiro),30.37,44.19,4.4,156,3.77
369.5,Vitor Hugo (Zagueiro),41.68,51.05,9.5,159,14.17
369.6,Vitor Hugo (Zagueiro),22.3,43.48,9.4,156,-0.31
369.7,Vitor Hugo (Zagueiro),34.42,36.41,7.7,154,-4.68
369.8,Vitor Hugo (Zagueiro),20.15,32.28,10.3,159,7.41
369.9,Vitor Hugo (Zagueiro),26.37,54.34,3.7,154,-18.56
370.0,Vitor Hugo (Zagueiro),31.97,4.44,15.7,171,33.36
370.1,Vitor Hugo (Zagueiro),32.79,33.79,10.3,161,-14.93
370.2,Vitor Hugo (Zagueiro),38.72,8.66,11.9,156,4.4
370.3,Vitor Hugo (Zagueiro),23.39,48.83,10.8,160,-3.08
370.4,Vitor Hugo (Zagueiro),27.55,45.33,4.2,154,-18.18
370.5,Vitor Hugo (Zagueiro),39.19,62.52,13.2,161,24.89
370.6,Vitor Hugo (Zagueiro),38.05,36.61,8.1,162,-14.23
370.7,Vitor Hugo (Zagueiro),25.22,22.22,8.1,153,0.21
370.8,Vitor Hugo (Zagueiro),32.05,43.08,3.1,147,-14.05
370.9,Vitor Hugo (Zagueiro),35.78,28.44,9.0,157,16.49
371.0,Vitor Hugo (Zagueiro),18.28,30.53,5.4,155,-10.01
371.1,Vitor Hugo (Zagueiro),27.64,28.36,9.6,156,11.78
371.2,Vitor Hugo (Zagueiro),24.8,44.72,9.0,151,-1.66
371.3,Vitor Hugo (Zagueiro),30.11,46.28,14.1,165,14.0
371.4,Vitor Hugo (Zagueiro),24.72,30.59,11.0,162,-8.65
371.5,Vitor Hugo (Zagueiro),25.48,40.44,5.5,159,-15.11
371.6,Vitor Hugo (Zagueiro),24.45,36.44,3.0,155,-7.08
371.7,Vitor Hugo (Zagueiro),21.29,46.32,8.0,155,13.91
371.8,Vitor Hugo (Zagueiro),32.74,29.32,7.8,153,-0.53
371.9,Vitor Hugo (Zagueiro),28.59,29.25,12.5,160,12.96
372.0,Vitor Hugo (Zagueiro),31.27,32.12,11.3,159,-3.17
372.1,Vitor Hugo (Zagueiro),43.34,25.61,10.9,159,-1.27
372.2,Vitor Hugo (Zagueiro),35.83,49.79,29.7,190,52.39
372.3,Vitor Hugo (Zagueiro),22.96,57.02,11.0,160,-52.16
372.4,Vitor Hugo (Zagueiro),29.51,42.87,7.1,152,-10.59
372.5,Vitor Hugo (Zagueiro),27.92,42.11,10.8,157,10.14
372.6,Vitor Hugo (Zagueiro),22.54,29.74,10.0,165,-2.06
372.7,Vitor Hugo (Zagueiro),34.34,34.07,6.5,146,-9.9
372.8,Vitor Hugo (Zagueiro),37.35,41.93,8.3,158,5.06
372.9,Vitor Hugo (Zagueiro),29.91,60.86,2.8,153,-15.4
373.0,Vitor Hugo (Zagueiro),17.85,35.29,10.2,158,20.6
373.1,Vitor Hugo (Zagueiro),31.04,32.92,14.9,165,13.13
373.2,Vitor Hugo (Zagueiro),39.94,33.69,11.0,167,-10.91
373.3,Vitor Hugo (Zagueiro),31.27,39.86,10.1,160,-2.46
373.4,Vitor Hugo (Zagueiro),28.97,41.5,12.9,166,7.79
373.5,Vitor Hugo (Zagueiro),32.23,48.89,12.1,165,-2.19
373.6,Vitor Hugo (Zagueiro),29.58,42.19,8.3,155,-10.68
373.7,Vitor Hugo (Zagueiro),24.68,35.84,14.9,170,18.53
373.8,Vitor Hugo (Zagueiro),37.85,40.93,15.5,167,1.45
373.9,Vitor Hugo (Zagueiro),30.16,36.3,3.2,148,-34.17
374.0,Vitor Hugo (Zagueiro),35.84,46.56,8.9,154,15.9
374.1,Vitor Hugo (Zagueiro),20.98,41.26,4.6,147,-11.9
374.2,Vitor Hugo (Zagueiro),31.92,37.56,3.4,140,-3.42
374.3,Vitor Hugo (Zagueiro),28.03,56.05,4.9,151,4.19
374.4,Vitor Hugo (Zagueiro),25.73,35.71,14.3,170,26.23
374.5,Vitor Hugo (Zagueiro),32.06,46.5,3.0,149,-31.39
374.6,Vitor Hugo (Zagueiro),28.06,46.95,9.6,167,18.29
374.7,Vitor Hugo (Zagueiro),28.49,38.0,3.7,156,-16.34
374.8,Vitor Hugo (Zagueiro),28.0,35.21,10.3,154,18.17
374.9,Vitor Hugo (Zagueiro),24.54,28.71,6.3,166,-10.98
375.0,Vitor Hugo (Zagueiro),24.95,49.77,5.1,149,-3.22
375.1,Vitor Hugo (Zagueiro),30.58,54.8,0.0,141,-14.17
375.2,Vitor Hugo (Zagueiro),28.16,40.7,5.2,162,14.29
375.3,Vitor Hugo (Zagueiro),29.54,49.09,9.7,161,12.56
375.4,Vitor Hugo (Zagueiro),16.13,49.84,8.3,154,-3.99
375.5,Vitor Hugo (Zagueiro),37.39,23.71,15.4,166,19.77
375.6,Vitor Hugo (Zagueiro),34.34,35.11,10.1,162,-14.7
375.7,Vitor Hugo (Zagueiro),34.29,38.13,9.0,161,-3.06
375.8,Vitor Hugo (Zagueiro),28.6,43.0,24.3,185,42.58
375.9,Vitor Hugo (Zagueiro),34.3,37.75,11.6,160,-35.32
376.0,Vitor Hugo (Zagueiro),23.9,44.08,16.4,168,13.41
376.1,Vitor Hugo (Zagueiro),27.16,42.71,9.4,160,-19.61
376.2,Vitor Hugo (Zagueiro),20.59,39.25,12.1,156,7.46
376.3,Vitor Hugo (Zagueiro),26.76,50.9,7.3,158,-13.31
376.4,Vitor Hugo (Zagueiro),33.18,36.65,7.5,157,0.6
376.5,Vitor Hugo (Zagueiro),25.56,34.36,14.8,164,20.27
376.6,Vitor Hugo (Zagueiro),31.64,42.54,18.1,173,9.2
376.7,Vitor Hugo (Zagueiro),32.6,36.86,10.8,159,-20.23
376.8,Vitor Hugo (Zagueiro),27.36,23.6,11.8,163,2.81
376.9,Vitor Hugo (Zagueiro),30.17,41.31,7.7,156,-11.33
377.0,Vitor Hugo (Zagueiro),30.24,34.21,8.5,156,2.03
377.1,Vitor Hugo (Zagueiro),33.93,37.05,2.9,151,-15.46
377.2,Vitor Hugo (Zagueiro),25.4,40.35,11.4,163,23.56
377.3,Vitor Hugo (Zagueiro),33.34,33.96,13.9,171,6.88
377.4,Vitor Hugo (Zagueiro),30.3,24.87,12.9,167,-2.68
377.5,Vitor Hugo (Zagueiro),33.54,30.96,6.7,157,-17.17
377.6,Vitor Hugo (Zagueiro),21.64,40.88,9.6,164,7.93
377.7,Vitor Hugo (Zagueiro),21.39,46.35,4.5,151,-14.12
377.8,Vitor Hugo (Zagueiro),29.56,34.46,9.5,163,13.94
377.9,Vitor Hugo (Zagueiro),22.29,30.67,13.0,165,9.76
378.0,Vitor Hugo (Zagueiro),24.42,35.88,4.9,149,-22.62
378.1,Vitor Hugo (Zagueiro),28.32,37.02,5.9,152,2.79
378.2,Vitor Hugo (Zagueiro),32.29,40.34,10.5,166,12.93
378.3,Vitor Hugo (Zagueiro),46.78,45.12,7.3,156,-9.07
378.4,Vitor Hugo (Zagueiro),33.2,47.3,7.7,154,1.05
378.5,Vitor Hugo (Zagueiro),38.8,35.0,18.0,173,28.66
378.6,Vitor Hugo (Zagueiro),29.06,59.08,16.4,172,-4.43
378.7,Vitor Hugo (Zagueiro),34.05,55.68,6.6,152,-27.31
378.8,Vitor Hugo (Zagueiro),29.52,59.02,15.9,171,25.98
378.9,Vitor Hugo (Zagueiro),34.02,26.61,13.0,161,-8.18
379.0,Vitor Hugo (Zagueiro),29.63,40.79,2.6,150,-28.9
379.1,Vitor Hugo (Zagueiro),29.96,53.24,5.9,157,9.21
379.2,Vitor Hugo (Zagueiro),34.96,41.95,8.7,157,7.75
379.3,Vitor Hugo (Zagueiro),51.48,39.37,6.4,155,-6.37
379.4,Vitor Hugo (Zagueiro),30.88,45.51,13.5,166,19.77
379.5,Vitor Hugo (Zagueiro),31.29,41.3,15.3,167,5.17
379.6,Vitor Hugo (Zagueiro),22.16,29.14,32.7,191,48.3
379.7,Vitor Hugo (Zagueiro),31.16,36.35,10.0,161,-63.24
379.8,Vitor Hugo (Zagueiro),40.33,43.77,3.1,144,-19.17
379.9,Vitor Hugo (Zagueiro),30.92,40.75,10.1,161,19.46
380.0,Vitor Hugo (Zagueiro),28.56,11.71,13.7,167,10.1
380.1,Vitor Hugo (Zagueiro),24.59,28.71,13.4,163,-0.73
380.2,Vitor Hugo (Zagueiro),38.19,52.79,2.3,148,-30.94
380.3,Vitor Hugo (Zagueiro),25.5,33.87,19.0,176,46.48
380.4,Vitor Hugo (Zagueiro),30.68,57.24,4.2,148,-41.14
380.5,Vitor Hugo (Zagueiro),32.9,49.58,10.3,152,16.91
380.6,Vitor Hugo (Zagueiro),23.91,43.01,7.4,157,-8.18
380.7,Vitor Hugo (Zagueiro),23.33,36.57,4.9,152,-6.94
380.8,Vitor Hugo (Zagueiro),35.24,47.94,4.5,156,-1.01
380.9,Vitor Hugo (Zagueiro),23.13,49.68,8.4,162,10.89
381.0,Vitor Hugo (Zagueiro),18.25,19.33,7.0,158,-3.95
381.1,Vitor Hugo (Zagueiro),24.09,28.13,15.5,165,23.63
381.2,Vitor Hugo (Zagueiro),26.69,47.56,9.5,164,-16.81
381.3,Vitor Hugo (Zagueiro),21.95,37.17,25.9,182,45.79
381.4,Vitor Hugo (Zagueiro),21.55,48.09,10.8,158,-42.1
381.5,Vitor Hugo (Zagueiro),29.2,42.14,9.6,161,-3.31
381.6,Vitor Hugo (Zagueiro),32.16,25.05,8.8,157,-2.23
381.7,Vitor Hugo (Zagueiro),25.94,46.84,1.2,143,-20.96
381.8,Vitor Hugo (Zagueiro),27.29,43.18,5.3,152,11.3
381.9,Vitor Hugo (Zagueiro),28.45,29.0,9.1,162,10.48
382.0,Vitor Hugo (Zagueiro),29.96,58.53,8.3,152,-2.25
382.1,Vitor Hugo (Zagueiro),31.57,42.03,13.4,160,14.1
382.2,Vitor Hugo (Zagueiro),22.09,56.21,7.5,156,-16.31
382.3,Vitor Hugo (Zagueiro),22.31,25.48,8.9,155,3.85
382.4,Vitor Hugo (Zagueiro),21.42,45.82,7.7,151,-3.35
382.5,Vitor Hugo (Zagueiro),37.26,19.43,7.2,165,-1.28
382.6,Vitor Hugo (Zagueiro),39.41,39.58,8.2,165,2.66
382.7,Vitor Hugo (Zagueiro),22.32,50.1,0.4,145,-21.61
382.8,Vitor Hugo (Zagueiro),30.63,40.34,7.9,151,20.96
382.9,Vitor Hugo (Zagueiro),20.84,33.75,13.1,165,14.48
383.0,Vitor Hugo (Zagueiro),36.65,24.85,8.5,159,-13.01
383.1,Vitor Hugo (Zagueiro),27.43,50.2,9.4,165,2.58
383.2,Vitor Hugo (Zagueiro),42.91,35.27,0.9,145,-23.52
383.3,Vitor Hugo (Zagueiro),34.8,43.43,10.9,166,27.78
383.4,Vitor Hugo (Zagueiro),26.34,23.85,32.9,193,61.12
383.5,Vitor Hugo (Zagueiro),34.12,42.11,10.9,159,-61.28
383.6,Vitor Hugo (Zagueiro),27.86,37.85,1.7,144,-25.35
383.7,Vitor Hugo (Zagueiro),32.07,34.16,1.0,150,-2.0
383.8,Vitor Hugo (Zagueiro),34.37,32.92,6.4,149,14.91
383.9,Vitor Hugo (Zagueiro),29.54,44.31,6.1,153,-0.89
384.0,Vitor Hugo (Zagueiro),14.3,47.27,7.7,155,4.62
384.1,Vitor Hugo (Zagueiro),21.32,22.6,6.6,150,-3.1
384.2,Vitor Hugo (Zagueiro),28.32,39.0,8.2,165,4.55
384.3,Vitor Hugo (Zagueiro),21.1,42.31,31.8,194,65.37
384.4,Vitor Hugo (Zagueiro),34.57,47.71,5.3,148,-73.51
384.5,Vitor Hugo (Zagueiro),19.64,52.14,6.4,159,2.93
384.6,Vitor Hugo (Zagueiro),26.19,59.17,11.3,159,13.64
384.7,Vitor Hugo (Zagueiro),27.67,33.01,14.8,168,9.84
384.8,Vitor Hugo (Zagueiro),25.24,61.1,5.2,151,-26.77
384.9,Vitor Hugo (Zagueiro),19.92,17.07,8.1,164,8.0
385.0,Vitor Hugo (Zagueiro),33.02,46.19,26.1,189,50.16
385.1,Vitor Hugo (Zagueiro),29.06,27.36,2.9,143,-64.44
385.2,Vitor Hugo (Zagueiro),39.92,47.96,10.5,151,21.05
385.3,Vitor Hugo (Zagueiro),34.72,27.21,14.1,166,9.93
385.4,Vitor Hugo (Zagueiro),37.27,47.07,9.8,149,-11.9
385.5,Vitor Hugo (Zagueiro),28.75,40.71,7.3,161,-6.94
385.6,Vitor Hugo (Zagueiro),35.3,31.66,17.1,170,27.14
385.7,Vitor Hugo (Zagueiro),41.13,35.37,9.0,154,-22.49
385.8,Vitor Hugo (Zagueiro),30.01,48.15,8.4,153,-1.55
385.9,Vitor Hugo (Zagueiro),23.12,45.43,7.9,154,-1.51
386.0,Vitor Hugo (Zagueiro),23.99,39.64,10.8,167,8.26
386.1,Vitor Hugo (Zagueiro),29.99,35.28,10.9,160,0.17
386.2,Vitor Hugo (Zagueiro),34.25,36.24,5.7,151,-14.37
386.3,Vitor Hugo (Zagueiro),19.51,56.3,13.0,165,20.11
386.4,Vitor Hugo (Zagueiro),22.83,31.59,9.8,157,-8.69
386.5,Vitor Hugo (Zagueiro),24.45,71.25,16.6,162,18.69
386.6,Vitor Hugo (Zagueiro),33.26,48.29,16.0,171,-1.64
386.7,Vitor Hugo (Zagueiro),30.51,34.79,14.0,162,-5.62
386.8,Vitor Hugo (Zagueiro),28.26,38.52,9.3,164,-13.05
386.9,Vitor Hugo (Zagueiro),32.85,35.8,13.4,164,11.48
387.0,Vitor Hugo (Zagueiro),32.3,35.79,2.5,147,-30.22
387.1,Vitor Hugo (Zagueiro),31.69,40.55,9.2,153,18.47
